|-----------|-------------
|iR  iG  iB | oR  oG  oB  
|-----------|-------------
|118 77  66 | 0   19  35  
|0   5   126| 129 16  0   
|0   0   0  | 0   110 0   
|0   54  0  | 0   16  38  
|40  0   0  | 212 16  0   
|0   0   0  | 129 16  21  
|0   1   144| 0   16  0   
|1   44  0  | 129 38  110 
|1   0   0  | 0   0   12  
|0   24  0  | 22  7   0   
|0   0   0  | 21  9   0   
|126 64  0  | 212 16  0   
|19  0   5  | 218 16  0   
|0   0   11 | 0   16  0   
|0   11  19 | 0   42  97  
|0   0   0  | 0   46  100 
|0   0   0  | 17  47  101 
|0   0   0  | 17  48  105 
|113 45  2  | 17  48  105 
|115 44  0  | 16  50  108 
|116 44  0  | 17  55  111 
|123 47  3  | 17  57  112 
|122 47  2  | 15  52  108 
|124 48  1  | 15  55  113 
|129 46  2  | 16  51  115 
|128 45  1  | 16  55  117 
|124 46  0  | 17  54  115 
|130 49  0  | 17  54  117 
|137 55  5  | 17  56  120 
|136 53  3  | 17  51  116 
|132 52  1  | 18  49  114 
|136 54  3  | 17  54  119 
|138 55  0  | 16  54  122 
|139 56  6  | 18  55  125 
|140 57  10 | 18  54  125 
|137 56  1  | 19  57  123 
|141 60  2  | 19  57  121 
|143 62  1  | 17  56  121 
|144 63  2  | 16  59  124 
|145 58  4  | 16  60  122 
|144 55  6  | 17  57  121 
|143 57  5  | 17  58  118 
|142 57  1  | 16  57  119 
|140 53  0  | 16  55  116 
|143 55  5  | 17  50  107 
|137 51  2  | 17  46  101 
|136 53  1  | 16  53  104 
|133 52  1  | 15  51  102 
|124 47  2  | 14  47  98  
|121 45  5  | 15  45  93  
|121 41  2  | 14  43  89  
|118 40  2  | 15  39  85  
|116 41  4  | 15  39  82  
|107 37  1  | 14  39  81  
|102 35  0  | 14  40  86  
|100 35  3  | 12  46  92  
|95  31  2  | 13  48  97  
|97  30  4  | 14  50  98  
|104 35  6  | 15  51  96  
|106 35  1  | 14  50  98  
|112 38  2  | 13  57  103 
|114 37  2  | 14  51  98  
|111 34  2  | 13  48  93  
|113 37  1  | 14  48  94  
|118 35  1  | 13  47  91  
|112 36  1  | 13  38  81  
|108 34  2  | 13  30  69  
|111 35  4  | 12  21  58  
|107 33  3  | 12  23  56  
|98  31  5  | 12  24  58  
|84  27  5  | 9   28  65  
|72  24  6  | 10  36  76  
|70  20  6  | 11  39  86  
|72  21  6  | 10  43  90  
|81  24  6  | 12  40  89  
|94  28  7  | 15  35  81  
|108 36  10 | 16  29  77  
|105 36  2  | 15  30  80  
|102 38  1  | 14  28  76  
|97  35  4  | 15  21  65  
|96  37  8  | 17  15  56  
|100 39  9  | 16  20  61  
