INDEX  ROW  COLUMN |iR  iG  iB | oR  oG  oB
1      1    1      |0   0   0  | 112 0   67
2      1    2      |0   0   0  | 182 90  36
3      1    3      |0   0   0  | 117 22  0
4      1    4      |0   0   0  | 118 0   28
5      1    5      |0   0   0  | 114 0   59
6      1    6      |0   0   0  | 108 0   90
7      1    7      |0   0   0  | 113 43  0
8      1    8      |0   0   0  | 119 0   19
9      1    9      |0   0   0  | 115 0   51
10     1    10     |0   0   0  | 109 0   82
11     1    11     |0   0   0  | 105 78  0
12     1    12     |0   0   0  | 119 0   10
13     1    13     |0   0   0  | 116 0   43
14     1    14     |0   0   0  | 111 0   74
15     1    15     |0   0   0  | 81  161 0
16     1    16     |0   0   0  | 118 11  1
17     1    17     |0   0   0  | 117 0   34
18     1    18     |0   0   0  | 113 0   65
19     1    19     |0   0   0  | 182 94  33
20     1    20     |0   0   0  | 116 26  0
21     1    21     |0   0   0  | 118 0   25
22     1    22     |0   0   0  | 114 0   57
23     1    23     |0   0   0  | 108 0   88
24     1    24     |0   0   0  | 112 50  0
25     1    25     |0   0   0  | 119 0   17
26     1    26     |0   0   0  | 115 0   49
27     1    27     |0   0   0  | 110 0   80
28     1    28     |0   0   0  | 101 92  0
29     1    29     |0   0   0  | 119 2   8
30     1    30     |0   0   0  | 117 0   40
31     1    31     |0   0   0  | 111 0   72
32     1    32     |0   0   0  | 0   122 93
33     1    33     |0   0   0  | 118 14  0
34     1    34     |0   0   0  | 118 0   32
35     1    35     |0   0   0  | 113 0   63
36     1    36     |0   0   0  | 181 98  31
37     1    37     |0   0   0  | 115 32  0
38     1    38     |0   0   0  | 118 0   23
39     1    39     |0   0   0  | 114 0   55
40     1    40     |0   0   0  | 109 0   86
41     1    41     |0   0   0  | 110 58  0
42     1    42     |0   0   0  | 119 0   14
43     1    43     |0   0   0  | 116 0   47
44     1    44     |0   0   0  | 110 0   78
45     1    45     |0   0   0  | 96  109 0
46     1    46     |0   0   0  | 119 5   5
47     1    47     |0   0   0  | 117 0   38
48     1    48     |0   0   0  | 112 0   70
49     1    49     |0   0   0  | 0   126 91
50     1    50     |0   0   0  | 117 18  0
51     1    51     |0   0   0  | 118 0   30
52     1    52     |0   0   0  | 113 0   61
53     1    53     |0   0   0  | 107 0   92
54     1    54     |0   0   0  | 115 37  0
55     1    55     |0   0   0  | 118 0   21
56     1    56     |0   0   0  | 115 0   53
57     1    57     |0   0   0  | 109 0   84
58     1    58     |0   0   0  | 108 67  0
59     1    59     |0   0   0  | 119 0   12
60     1    60     |0   0   0  | 116 0   45
61     1    61     |0   0   0  | 111 0   76
62     1    62     |0   0   0  | 90  131 0
63     1    63     |0   0   0  | 90  131 0
64     1    64     |0   0   0  | 90  131 0
65     2    1      |0   0   0  | 112 0   67
66     2    2      |0   0   0  | 182 90  36
67     2    3      |0   0   0  | 117 22  0
68     2    4      |0   0   0  | 118 0   28
69     2    5      |0   0   0  | 114 0   59
70     2    6      |0   0   0  | 108 0   90
71     2    7      |0   0   0  | 113 43  0
72     2    8      |0   0   0  | 119 0   19
73     2    9      |0   0   0  | 115 0   51
74     2    10     |0   0   0  | 109 0   82
75     2    11     |0   0   0  | 105 78  0
76     2    12     |0   0   0  | 119 0   10
77     2    13     |0   0   0  | 116 0   43
78     2    14     |0   0   0  | 111 0   74
79     2    15     |0   0   0  | 81  161 0
80     2    16     |0   0   0  | 118 11  1
81     2    17     |0   0   0  | 117 0   34
82     2    18     |0   0   0  | 113 0   65
83     2    19     |0   0   0  | 182 94  33
84     2    20     |0   0   0  | 116 26  0
85     2    21     |0   0   0  | 118 0   25
86     2    22     |0   0   0  | 114 0   57
87     2    23     |0   0   0  | 108 0   88
88     2    24     |0   0   0  | 112 50  0
89     2    25     |0   0   0  | 119 0   17
90     2    26     |0   0   0  | 115 0   49
91     2    27     |0   0   0  | 110 0   80
92     2    28     |0   0   0  | 101 92  0
93     2    29     |0   0   0  | 119 2   8
94     2    30     |0   0   0  | 117 0   40
95     2    31     |0   0   0  | 111 0   72
96     2    32     |0   0   0  | 0   122 93
97     2    33     |0   0   0  | 118 14  0
98     2    34     |0   0   0  | 118 0   32
99     2    35     |0   0   0  | 113 0   63
100    2    36     |0   0   0  | 181 98  31
101    2    37     |0   0   0  | 115 32  0
102    2    38     |0   0   0  | 118 0   23
103    2    39     |0   0   0  | 114 0   55
104    2    40     |0   0   0  | 109 0   86
105    2    41     |0   0   0  | 110 58  0
106    2    42     |0   0   0  | 119 0   14
107    2    43     |0   0   0  | 116 0   47
108    2    44     |0   0   0  | 110 0   78
109    2    45     |0   0   0  | 96  109 0
110    2    46     |0   0   0  | 119 5   5
111    2    47     |0   0   0  | 117 0   38
112    2    48     |0   0   0  | 112 0   70
113    2    49     |0   0   0  | 0   126 91
114    2    50     |0   0   0  | 117 18  0
115    2    51     |0   0   0  | 118 0   30
116    2    52     |0   0   0  | 113 0   61
117    2    53     |0   0   0  | 107 0   92
118    2    54     |0   0   0  | 115 37  0
119    2    55     |0   0   0  | 118 0   21
120    2    56     |0   0   0  | 115 0   53
121    2    57     |0   0   0  | 109 0   84
122    2    58     |0   0   0  | 108 67  0
123    2    59     |0   0   0  | 119 0   12
124    2    60     |0   0   0  | 116 0   45
125    2    61     |0   0   0  | 111 0   76
126    2    62     |0   0   0  | 90  131 0
127    2    63     |0   0   0  | 90  131 0
128    2    64     |0   0   0  | 90  131 0
129    3    1      |0   0   0  | 112 0   67
130    3    2      |0   0   0  | 182 90  36
131    3    3      |0   0   0  | 117 22  0
132    3    4      |0   0   0  | 118 0   28
133    3    5      |0   0   0  | 114 0   59
134    3    6      |0   0   0  | 108 0   90
135    3    7      |0   0   0  | 113 43  0
136    3    8      |0   0   0  | 119 0   19
137    3    9      |0   0   0  | 115 0   51
138    3    10     |0   0   0  | 109 0   82
139    3    11     |0   0   0  | 105 78  0
140    3    12     |0   0   0  | 119 0   10
141    3    13     |0   0   0  | 116 0   43
142    3    14     |0   0   0  | 111 0   74
143    3    15     |0   0   0  | 81  161 0
144    3    16     |0   0   0  | 118 11  1
145    3    17     |0   0   0  | 117 0   34
146    3    18     |0   0   0  | 113 0   65
147    3    19     |0   0   0  | 182 94  33
148    3    20     |0   0   0  | 116 26  0
149    3    21     |0   0   0  | 118 0   25
150    3    22     |0   0   0  | 114 0   57
151    3    23     |0   0   0  | 108 0   88
152    3    24     |0   0   0  | 112 50  0
153    3    25     |0   0   0  | 119 0   17
154    3    26     |0   0   0  | 115 0   49
155    3    27     |0   0   0  | 110 0   80
156    3    28     |0   0   0  | 101 92  0
157    3    29     |0   0   0  | 119 2   8
158    3    30     |0   0   0  | 117 0   40
159    3    31     |0   0   0  | 111 0   72
160    3    32     |0   0   0  | 0   122 93
161    3    33     |0   0   0  | 118 14  0
162    3    34     |0   0   0  | 118 0   32
163    3    35     |0   0   0  | 113 0   63
164    3    36     |0   0   0  | 181 98  31
165    3    37     |0   0   0  | 115 32  0
166    3    38     |0   0   0  | 118 0   23
167    3    39     |0   0   0  | 114 0   55
168    3    40     |0   0   0  | 109 0   86
169    3    41     |0   0   0  | 110 58  0
170    3    42     |0   0   0  | 119 0   14
171    3    43     |0   0   0  | 116 0   47
172    3    44     |0   0   0  | 110 0   78
173    3    45     |0   0   0  | 96  109 0
174    3    46     |0   0   0  | 119 5   5
175    3    47     |0   0   0  | 117 0   38
176    3    48     |0   0   0  | 112 0   70
177    3    49     |0   0   0  | 0   126 91
178    3    50     |0   0   0  | 117 18  0
179    3    51     |0   0   0  | 118 0   30
180    3    52     |0   0   0  | 113 0   61
181    3    53     |0   0   0  | 107 0   92
182    3    54     |0   0   0  | 115 37  0
183    3    55     |0   0   0  | 118 0   21
184    3    56     |0   0   0  | 115 0   53
185    3    57     |0   0   0  | 109 0   84
186    3    58     |0   0   0  | 108 67  0
187    3    59     |0   0   0  | 119 0   12
188    3    60     |0   0   0  | 116 0   45
189    3    61     |0   0   0  | 111 0   76
190    3    62     |0   0   0  | 90  131 0
191    3    63     |0   0   0  | 90  131 0
192    3    64     |0   0   0  | 90  131 0
193    4    1      |0   0   0  | 112 0   67
194    4    2      |0   0   0  | 182 90  36
195    4    3      |0   0   0  | 117 22  0
196    4    4      |0   0   0  | 118 0   28
197    4    5      |0   0   0  | 114 0   59
