INDEX  ROW  COLUMN |iR  iG  iB | oR  oG  oB
1      1    1      |54  77  66 | 45  0   0
2      1    2      |0   0   48 | 0   0   32
3      1    3      |0   0   0  | 0   48  32
4      1    4      |0   54  0  | 1   48  0
5      1    5      |40  0   0  | 1   18  0
6      1    6      |0   0   0  | 0   18  0
7      1    7      |0   0   64 | 54  0   0
8      1    8      |0   64  0  | 185 0   0
9      1    9      |1   0   0  | 131 0   9
10     1    10     |0   24  0  | 0   0   65
11     1    11     |0   0   0  | 0   0   56
12     1    12     |48  0   0  | 0   0   0
13     1    13     |116 0   0  | 0   0   0
14     1    14     |0   0   18 | 91  49  19
15     1    15     |0   18  116| 206 106 36
16     1    16     |0   0   0  | 252 126 40
17     1    17     |0   0   0  | 232 117 41
18     1    18     |0   0   0  | 209 103 35
19     1    19     |125 131 133| 255 130 36
20     1    20     |152 151 148| 255 153 45
21     1    21     |183 183 183| 253 126 46
22     1    22     |128 129 132| 176 97  40
23     1    23     |150 146 145| 222 115 45
24     1    24     |202 197 189| 255 143 52
25     1    25     |216 210 212| 255 155 52
26     1    26     |122 128 133| 255 143 45
27     1    27     |121 129 132| 214 113 36
28     1    28     |180 179 184| 175 96  31
29     1    29     |212 209 212| 198 106 36
30     1    30     |212 209 209| 210 111 44
31     1    31     |170 171 168| 198 106 44
32     1    32     |118 125 123| 213 112 44
33     1    33     |120 125 122| 239 121 43
34     1    34     |148 153 154| 255 142 42
35     1    35     |139 145 152| 255 129 43
36     1    36     |133 140 143| 226 108 39
37     1    37     |157 159 164| 239 117 27
38     1    38     |164 164 162| 233 116 19
39     1    39     |211 209 201| 232 115 19
40     1    40     |141 138 147| 236 116 18
41     1    41     |158 156 154| 234 114 19
42     1    42     |153 147 132| 229 107 20
43     1    43     |148 145 131| 216 99  19
44     1    44     |151 144 130| 200 91  16
45     1    45     |152 147 131| 193 87  10
46     1    46     |149 141 130| 185 86  8
47     1    47     |144 135 126| 183 88  5
48     1    48     |131 122 114| 186 91  1
49     1    49     |123 114 103| 190 91  1
50     1    50     |120 109 94 | 200 89  0
51     1    51     |113 107 93 | 199 87  2
52     1    52     |117 108 86 | 192 88  2
53     1    53     |116 109 87 | 189 85  0
54     1    54     |121 109 87 | 186 79  1
55     1    55     |125 109 88 | 169 72  5
56     1    56     |120 108 91 | 149 68  10
57     1    57     |117 106 80 | 141 70  16
58     1    58     |114 99  79 | 129 64  22
59     1    59     |113 98  82 | 60  29  12
60     1    60     |96  85  77 | 0   0   0
61     1    61     |92  88  79 | 0   0   0
62     1    62     |92  92  89 | 0   0   0
63     1    63     |81  81  85 | 0   0   0
64     1    64     |94  89  85 | 0   0   0
65     2    1      |117 108 110| 247 90  26
66     2    2      |143 135 128| 224 60  29
67     2    3      |142 134 122| 211 117 64
68     2    4      |147 138 136| 255 171 30
69     2    5      |127 119 120| 246 117 0
70     2    6      |134 126 125| 193 66  26
71     2    7      |155 146 145| 127 68  21
72     2    8      |176 167 162| 170 42  17
73     2    9      |165 158 150| 250 65  16
74     2    10     |154 149 143| 63  68  24
75     2    11     |100 102 100| 34  86  80
76     2    12     |72  75  73 | 212 108 35
77     2    13     |82  80  76 | 138 78  0
78     2    14     |77  84  76 | 127 77  35
79     2    15     |81  84  76 | 255 160 70
80     2    16     |139 139 139| 255 169 64
81     2    17     |149 155 168| 225 126 48
82     2    18     |44  53  51 | 168 94  40
83     2    19     |137 150 160| 180 93  30
84     2    20     |138 148 153| 255 139 42
85     2    21     |132 146 149| 251 129 54
86     2    22     |121 132 135| 111 69  43
87     2    23     |137 140 140| 111 71  37
88     2    24     |137 141 140| 249 126 50
89     2    25     |153 156 161| 255 157 54
90     2    26     |123 131 138| 255 147 47
91     2    27     |121 128 132| 193 100 34
92     2    28     |137 142 150| 139 81  31
93     2    29     |142 149 153| 176 96  38
94     2    30     |193 194 194| 223 114 49
95     2    31     |169 168 171| 218 116 53
96     2    32     |132 134 138| 196 107 45
97     2    33     |156 161 161| 255 125 42
98     2    34     |136 140 146| 255 141 35
99     2    35     |137 141 148| 255 131 34
100    2    36     |146 155 157| 166 79  33
101    2    37     |139 144 149| 164 82  18
102    2    38     |182 177 175| 243 119 7
103    2    39     |176 172 163| 229 108 12
104    2    40     |121 121 128| 224 107 18
105    2    41     |123 124 119| 222 105 15
106    2    42     |143 139 124| 210 94  17
107    2    43     |152 142 132| 204 87  16
108    2    44     |149 140 130| 201 91  12
109    2    45     |140 135 120| 203 92  9
110    2    46     |139 129 118| 203 89  2
111    2    47     |131 120 112| 172 77  0
112    2    48     |134 123 112| 155 63  0
113    2    49     |137 129 113| 160 55  0
114    2    50     |139 126 113| 177 52  0
115    2    51     |123 110 93 | 184 51  0
116    2    52     |97  83  63 | 160 54  2
117    2    53     |86  64  41 | 162 67  0
118    2    54     |89  59  33 | 188 74  0
119    2    55     |100 65  38 | 181 74  6
120    2    56     |91  62  38 | 124 56  8
121    2    57     |90  69  44 | 109 50  15
122    2    58     |107 88  68 | 129 64  25
123    2    59     |123 106 91 | 54  26  16
124    2    60     |104 97  82 | 0   0   0
125    2    61     |71  62  53 | 0   0   0
126    2    62     |91  83  85 | 0   0   0
127    2    63     |87  85  85 | 0   0   0
128    2    64     |85  88  86 | 0   0   0
129    3    1      |140 135 129| 132 65  31
130    3    2      |148 139 125| 143 35  23
131    3    3      |151 142 131| 153 61  30
132    3    4      |101 93  96 | 171 114 32
133    3    5      |93  94  98 | 153 86  0
134    3    6      |102 104 103| 97  6   0
135    3    7      |103 104 100| 55  0   19
136    3    8      |132 133 131| 36  9   15
137    3    9      |115 120 113| 76  20  13
138    3    10     |81  83  76 | 49  57  12
139    3    11     |72  72  74 | 0   76  14
140    3    12     |74  78  79 | 131 120 32
141    3    13     |65  67  68 | 224 111 0
142    3    14     |54  56  56 | 88  60  0
143    3    15     |78  77  69 | 224 126 50
144    3    16     |114 110 104| 255 154 63
145    3    17     |167 164 169| 74  51  18
146    3    18     |71  77  78 | 0   0   0
147    3    19     |154 163 169| 0   0   0
148    3    20     |169 175 177| 0   8   4
149    3    21     |132 143 147| 5   18  18
150    3    22     |106 117 119| 0   0   15
151    3    23     |138 145 147| 0   0   0
152    3    24     |150 162 164| 0   0   2
153    3    25     |144 156 159| 19  15  8
154    3    26     |140 151 156| 30  17  0
155    3    27     |137 147 152| 0   0   0
156    3    28     |136 147 150| 0   0   0
157    3    29     |130 143 148| 0   0   0
158    3    30     |123 134 139| 0   0   13
159    3    31     |161 163 164| 14  8   16
160    3    32     |164 160 159| 0   8   9
161    3    33     |148 145 149| 0   0   0
162    3    34     |136 138 147| 30  0   0
163    3    35     |145 152 158| 0   0   0
164    3    36     |138 149 150| 0   0   0
165    3    37     |124 134 139| 0   0   0
166    3    38     |148 148 148| 0   0   0
167    3    39     |111 111 107| 26  2   0
168    3    40     |129 130 130| 0   0   0
169    3    41     |141 138 124| 0   0   0
170    3    42     |147 143 124| 0   0   0
171    3    43     |147 134 125| 0   0   0
172    3    44     |141 134 124| 0   0   0
173    3    45     |134 132 120| 0   0   0
174    3    46     |140 134 119| 0   0   0
175    3    47     |149 137 124| 0   0   0
176    3    48     |129 114 95 | 0   0   0
177    3    49     |97  79  58 | 0   0   0
178    3    50     |81  54  36 | 0   0   0
179    3    51     |86  52  24 | 12  0   0
180    3    52     |91  50  31 | 0   0   0
181    3    53     |85  46  28 | 0   0   0
182    3    54     |87  45  21 | 0   0   0
183    3    55     |92  49  21 | 0   0   2
184    3    56     |98  54  29 | 0   0   5
185    3    57     |89  50  29 | 0   0   5
186    3    58     |63  32  14 | 0   0   16
187    3    59     |61  35  27 | 0   0   7
188    3    60     |118 107 90 | 0   0   0
189    3    61     |51  43  36 | 0   0   0
190    3    62     |77  71  70 | 0   0   0
191    3    63     |86  83  79 | 0   0   0
192    3    64     |101 97  96 | 0   0   0
193    4    1      |150 141 133| 0   10  19
194    4    2      |140 135 115| 0   0   3
195    4    3      |113 106 99 | 0   2   0
196    4    4      |104 98  103| 0   0   2
197    4    5      |100 104 102| 0   0   0
198    4    6      |104 108 101| 0   0   0
199    4    7      |116 119 114| 0   0   0
200    4    8      |111 116 116| 0   0   0
201    4    9      |68  75  70 | 0   0   0
202    4    10     |72  76  75 | 0   0   3
203    4    11     |60  58  65 | 5   0   0
204    4    12     |34  34  41 | 112 45  17
205    4    13     |47  49  55 | 148 64  42
206    4    14     |100 98  108| 24  19  22
207    4    15     |62  60  66 | 61  40  4
208    4    16     |82  80  83 | 182 89  20
209    4    17     |161 160 161| 46  21  8
210    4    18     |109 117 123| 0   0   0
211    4    19     |198 199 197| 7   0   0
212    4    20     |186 186 179| 58  23  10
213    4    21     |147 155 159| 7   6   7
214    4    22     |117 128 137| 0   0   7
215    4    23     |122 133 133| 0   0   5
216    4    24     |146 157 162| 0   6   6
217    4    25     |137 144 151| 14  12  13
218    4    26     |130 138 140| 24  7   3
219    4    27     |139 144 151| 87  25  0
220    4    28     |137 147 153| 51  4   0
221    4    29     |142 156 165| 0   0   0
222    4    30     |134 142 154| 0   0   12
223    4    31     |167 166 167| 0   0   11
224    4    32     |177 170 166| 0   0   0
225    4    33     |165 161 166| 0   0   0
226    4    34     |141 146 156| 0   0   0
227    4    35     |141 151 158| 0   0   0
228    4    36     |122 135 136| 0   0   0
229    4    37     |126 138 142| 0   0   0
230    4    38     |106 116 119| 10  3   0
231    4    39     |108 110 101| 49  7   0
232    4    40     |144 138 126| 23  0   0
233    4    41     |140 138 116| 0   0   0
234    4    42     |138 136 123| 0   0   0
235    4    43     |142 132 125| 0   0   0
236    4    44     |145 136 123| 0   0   0
237    4    45     |148 137 122| 0   0   0
238    4    46     |135 115 98 | 0   0   0
239    4    47     |103 71  57 | 0   0   0
240    4    48     |92  56  36 | 0   0   0
241    4    49     |95  50  40 | 0   0   0
242    4    50     |101 55  31 | 0   0   0
243    4    51     |100 55  24 | 30  0   0
244    4    52     |95  51  26 | 35  0   0
245    4    53     |92  47  27 | 0   0   0
246    4    54     |93  46  23 | 0   0   0
247    4    55     |91  46  20 | 0   0   0
248    4    56     |95  52  26 | 0   6   6
249    4    57     |98  56  36 | 0   0   7
250    4    58     |87  51  33 | 0   0   12
251    4    59     |61  30  23 | 0   0   11
252    4    60     |79  58  47 | 0   0   0
253    4    61     |56  52  49 | 0   0   0
254    4    62     |78  77  69 | 0   0   0
255    4    63     |69  64  64 | 0   0   0
256    4    64     |140 131 120| 0   0   0
257    5    1      |147 138 130| 36  32  20
258    5    2      |111 108 95 | 0   0   4
259    5    3      |98  95  90 | 0   0   4
260    5    4      |118 119 119| 0   0   1
261    5    5      |111 114 109| 0   0   0
262    5    6      |113 114 108| 0   0   0
263    5    7      |89  88  96 | 0   0   9
264    5    8      |62  63  74 | 37  2   25
265    5    9      |42  47  50 | 104 49  31
266    5    10     |39  40  46 | 121 48  29
267    5    11     |74  70  83 | 20  0   8
268    5    12     |134 131 145| 50  21  4
269    5    13     |151 153 162| 189 92  38
270    5    14     |160 159 168| 79  45  35
271    5    15     |81  78  93 | 25  17  2
272    5    16     |65  63  70 | 75  36  0
273    5    17     |135 133 132| 0   0   0
274    5    18     |153 154 165| 0   0   0
275    5    19     |130 130 129| 0   0   0
276    5    20     |149 145 139| 47  19  6
277    5    21     |105 110 114| 25  3   9
278    5    22     |100 110 116| 0   0   0
279    5    23     |110 116 118| 0   0   0
280    5    24     |134 142 146| 0   0   5
281    5    25     |134 142 149| 0   0   8
282    5    26     |126 131 138| 0   0   0
283    5    27     |134 140 143| 75  8   0
284    5    28     |150 158 162| 156 46  0
285    5    29     |126 140 147| 67  22  6
286    5    30     |130 141 150| 0   0   16
287    5    31     |138 139 139| 0   0   13
288    5    32     |175 164 157| 0   0   1
289    5    33     |209 202 201| 0   0   0
290    5    34     |158 164 170| 0   0   0
291    5    35     |119 130 139| 5   0   0
292    5    36     |132 143 150| 52  8   0
293    5    37     |126 135 140| 47  22  0
294    5    38     |95  101 99 | 49  12  0
295    5    39     |117 114 101| 39  0   0
296    5    40     |140 129 117| 19  0   0
297    5    41     |135 133 116| 7   0   0
298    5    42     |142 137 124| 0   0   0
299    5    43     |156 136 129| 0   0   0
300    5    44     |142 118 103| 0   0   0
301    5    45     |133 96  72 | 0   0   0
302    5    46     |125 80  56 | 0   0   0
303    5    47     |120 68  52 | 0   0   0
304    5    48     |115 62  45 | 0   0   0
305    5    49     |113 54  45 | 0   0   0
306    5    50     |106 55  32 | 0   0   0
307    5    51     |92  49  28 | 0   3   0
308    5    52     |81  47  21 | 0   11  0
309    5    53     |80  43  20 | 0   10  0
310    5    54     |81  41  19 | 0   0   0
311    5    55     |81  43  21 | 0   0   0
312    5    56     |83  47  21 | 0   4   4
313    5    57     |90  53  27 | 0   30  11
314    5    58     |90  56  33 | 0   7   12
315    5    59     |79  45  35 | 0   0   7
316    5    60     |55  28  19 | 0   0   0
317    5    61     |77  65  62 | 0   0   0
318    5    62     |63  54  51 | 0   0   0
319    5    63     |95  87  82 | 0   0   0
320    5    64     |132 122 114| 0   0   0
321    6    1      |115 108 101| 54  34  21
322    6    2      |87  87  88 | 0   0   0
323    6    3      |103 102 102| 0   0   0
324    6    4      |144 145 143| 0   0   7
325    6    5      |108 109 111| 0   0   7
326    6    6      |72  72  73 | 39  10  9
327    6    7      |56  53  63 | 124 39  26
328    6    8      |54  51  66 | 186 81  40
329    6    9      |99  99  106| 175 94  32
330    6    10     |144 144 150| 156 83  24
331    6    11     |156 152 161| 32  10  5
332    6    12     |150 150 159| 0   0   0
333    6    13     |143 147 151| 122 65  8
334    6    14     |151 152 156| 173 92  41
335    6    15     |128 127 135| 32  21  14
336    6    16     |63  62  67 | 57  25  0
337    6    17     |105 103 103| 6   9   4
338    6    18     |162 159 168| 0   0   13
339    6    19     |133 141 150| 4   0   5
340    6    20     |163 161 164| 0   0   0
341    6    21     |178 183 183| 0   0   4
342    6    22     |166 173 173| 0   0   0
343    6    23     |213 212 218| 0   0   0
344    6    24     |121 128 130| 0   0   0
345    6    25     |107 118 122| 0   0   2
