INDEX  ROW  COLUMN |iR  iG  iB | oR  oG  oB
1      1    1      |54  77  66 | 18  18  18
2      1    2      |0   0   48 | 6   89  6
3      1    3      |0   0   0  | 71  14  14
4      1    4      |0   54  0  | 18  18  18
5      1    5      |40  0   0  | 11  4   102
6      1    6      |0   0   0  | 4   102 4
7      1    7      |0   0   64 | 18  18  18
8      1    8      |0   64  0  | 13  50  13
9      1    9      |1   0   0  | 18  18  18
10     1    10     |0   24  0  | 81  13  13
11     1    11     |0   0   0  | 170 5   5
12     1    12     |48  0   0  | 16  14  41
13     1    13     |116 0   0  | 2   15  166
14     1    14     |0   0   18 | 18  18  18
15     1    15     |0   18  116| 18  18  18
16     1    16     |0   0   0  | 18  18  18
17     1    17     |0   0   0  | 139 146 150
18     1    18     |0   0   0  | 168 167 162
19     1    19     |125 131 133| 198 198 198
20     1    20     |152 151 148| 144 143 149
21     1    21     |183 183 183| 167 161 159
22     1    22     |128 129 132| 218 213 201
23     1    23     |150 146 145| 233 223 226
24     1    24     |202 197 189| 135 144 151
25     1    25     |216 210 212| 133 144 149
26     1    26     |122 128 133| 194 192 201
27     1    27     |121 129 132| 227 222 227
28     1    28     |180 179 184| 227 222 222
29     1    29     |212 209 212| 184 186 183
30     1    30     |212 209 209| 132 142 138
31     1    31     |170 171 168| 135 142 137
32     1    32     |118 125 123| 162 168 170
33     1    33     |120 125 122| 151 159 171
34     1    34     |148 153 154| 146 155 161
35     1    35     |139 145 152| 171 174 181
36     1    36     |133 140 143| 179 179 176
37     1    37     |157 159 164| 227 224 212
38     1    38     |164 164 162| 157 151 165
39     1    39     |211 209 201| 174 171 168
40     1    40     |141 138 147| 171 165 142
41     1    41     |158 156 154| 166 162 141
42     1    42     |153 147 132| 170 162 140
43     1    43     |148 145 131| 171 165 140
44     1    44     |151 144 130| 168 158 141
45     1    45     |152 147 131| 164 152 138
46     1    46     |149 141 130| 150 138 126
47     1    47     |144 135 126| 143 131 115
48     1    48     |131 122 114| 142 127 104
49     1    49     |123 114 103| 132 125 104
50     1    50     |120 109 94 | 138 128 94
51     1    51     |113 107 93 | 136 129 96
52     1    52     |117 108 86 | 142 128 95
53     1    53     |116 109 87 | 148 128 96
54     1    54     |121 109 87 | 142 126 100
55     1    55     |125 109 88 | 139 126 87
56     1    56     |120 108 91 | 136 117 88
57     1    57     |117 106 80 | 135 116 91
58     1    58     |114 99  79 | 117 102 90
59     1    59     |113 98  82 | 110 106 92
60     1    60     |96  85  77 | 108 109 104
61     1    61     |92  88  79 | 96  96  103
62     1    62     |92  92  89 | 113 105 100
63     1    63     |81  81  85 | 113 105 100
64     1    64     |94  89  85 | 113 105 100
65     2    1      |117 108 110| 162 152 132
66     2    2      |143 135 128| 165 152 151
67     2    3      |142 134 122| 145 134 136
68     2    4      |147 138 136| 152 141 139
69     2    5      |127 119 120| 173 160 158
70     2    6      |134 126 125| 195 183 174
71     2    7      |155 146 145| 183 174 162
72     2    8      |176 167 162| 171 165 156
73     2    9      |165 158 150| 115 119 115
74     2    10     |154 149 143| 88  92  88
75     2    11     |100 102 100| 99  98  91
76     2    12     |72  75  73 | 92  103 90
77     2    13     |82  80  76 | 97  102 90
78     2    14     |77  84  76 | 154 154 154
79     2    15     |81  84  76 | 161 168 189
80     2    16     |139 139 139| 58  71  68
81     2    17     |149 155 168| 146 165 180
82     2    18     |44  53  51 | 149 163 170
83     2    19     |137 150 160| 143 162 167
84     2    20     |138 148 153| 132 148 153
85     2    21     |132 146 149| 151 156 156
86     2    22     |121 132 135| 151 157 155
87     2    23     |137 140 140| 166 170 177
88     2    24     |137 141 140| 135 146 156
89     2    25     |153 156 161| 133 144 149
90     2    26     |123 131 138| 149 156 169
91     2    27     |121 128 132| 155 164 170
92     2    28     |137 142 150| 207 208 208
93     2    29     |142 149 153| 183 183 186
94     2    30     |193 194 194| 146 149 154
95     2    31     |169 168 171| 170 176 176
96     2    32     |132 134 138| 150 154 163
97     2    33     |156 161 161| 150 155 166
98     2    34     |136 140 146| 158 170 174
99     2    35     |137 141 148| 152 159 166
100    2    36     |146 155 157| 199 191 189
101    2    37     |139 144 149| 194 188 174
102    2    38     |182 177 175| 135 134 147
103    2    39     |176 172 163| 139 141 134
104    2    40     |121 121 128| 162 157 134
105    2    41     |123 124 119| 172 159 143
106    2    42     |143 139 124| 168 157 141
107    2    43     |152 142 132| 158 154 131
108    2    44     |149 140 130| 159 145 129
109    2    45     |140 135 120| 151 137 125
110    2    46     |139 129 118| 155 139 124
111    2    47     |131 120 112| 156 147 122
112    2    48     |134 123 112| 160 143 122
113    2    49     |137 129 113| 144 128 102
114    2    50     |139 126 113| 119 102 72
115    2    51     |123 110 93 | 112 84  47
116    2    52     |97  83  63 | 117 78  38
117    2    53     |86  64  41 | 130 83  43
118    2    54     |89  59  33 | 119 81  44
119    2    55     |100 65  38 | 115 89  50
120    2    56     |91  62  38 | 131 107 76
121    2    57     |90  69  44 | 146 123 100
122    2    58     |107 88  68 | 125 115 92
123    2    59     |123 106 91 | 92  80  66
124    2    60     |104 97  82 | 109 98  101
125    2    61     |71  62  53 | 104 101 101
126    2    62     |91  83  85 | 100 106 102
127    2    63     |87  85  85 | 100 106 102
128    2    64     |85  88  86 | 100 106 102
129    3    1      |140 135 129| 171 159 142
130    3    2      |148 139 125| 119 108 113
131    3    3      |151 142 131| 108 110 115
132    3    4      |101 93  96 | 118 121 119
133    3    5      |93  94  98 | 119 122 115
134    3    6      |102 104 103| 147 149 146
135    3    7      |103 104 100| 130 139 126
136    3    8      |132 133 131| 97  101 90
137    3    9      |115 120 113| 89  89  90
138    3    10     |81  83  76 | 88  95  97
139    3    11     |72  72  74 | 80  83  85
140    3    12     |74  78  79 | 70  73  73
141    3    13     |65  67  68 | 96  95  83
142    3    14     |54  56  56 | 131 127 118
143    3    15     |78  77  69 | 183 178 185
144    3    16     |114 110 104| 86  94  96
145    3    17     |167 164 169| 165 178 186
146    3    18     |71  77  78 | 181 191 192
147    3    19     |154 163 169| 143 159 164
148    3    20     |169 175 177| 118 134 137
149    3    21     |132 143 147| 151 160 164
150    3    22     |106 117 119| 161 177 181
151    3    23     |138 145 147| 156 172 177
152    3    24     |150 162 164| 151 167 174
153    3    25     |144 156 159| 148 162 171
154    3    26     |140 151 156| 148 162 168
155    3    27     |137 147 152| 140 159 166
156    3    28     |136 147 150| 134 150 157
157    3    29     |130 143 148| 175 178 180
158    3    30     |123 134 139| 180 175 174
159    3    31     |161 163 164| 164 158 165
160    3    32     |164 160 159| 151 151 165
161    3    33     |148 145 149| 157 167 176
162    3    34     |136 138 147| 149 165 167
163    3    35     |145 152 158| 136 150 157
164    3    36     |138 149 150| 163 163 163
165    3    37     |124 134 139| 128 128 121
166    3    38     |148 148 148| 144 145 145
167    3    39     |111 111 107| 159 156 135
168    3    40     |129 130 130| 165 163 133
169    3    41     |141 138 124| 167 150 136
170    3    42     |147 143 124| 160 151 135
171    3    43     |147 134 125| 152 150 132
172    3    44     |141 134 124| 159 152 130
173    3    45     |134 132 120| 170 153 134
174    3    46     |140 134 119| 151 132 104
175    3    47     |149 137 124| 121 99  65
176    3    48     |129 114 95 | 107 72  44
177    3    49     |97  79  58 | 117 71  29
178    3    50     |81  54  36 | 122 66  38
179    3    51     |86  52  24 | 116 63  35
180    3    52     |91  50  31 | 120 63  26
181    3    53     |85  46  28 | 125 67  25
182    3    54     |87  45  21 | 131 72  33
183    3    55     |92  49  21 | 120 67  35
184    3    56     |98  54  29 | 92  50  22
185    3    57     |89  50  29 | 87  51  38
186    3    58     |63  32  14 | 140 125 99
187    3    59     |61  35  27 | 71  60  50
188    3    60     |118 107 90 | 95  87  86
189    3    61     |51  43  36 | 104 99  94
190    3    62     |77  71  70 | 119 112 112
191    3    63     |86  83  79 | 119 112 112
192    3    64     |101 97  96 | 119 112 112
193    4    1      |150 141 133| 131 122 112
194    4    2      |140 135 115| 122 112 120
195    4    3      |113 106 99 | 115 121 118
196    4    4      |104 98  103| 120 126 115
197    4    5      |100 104 102| 131 137 128
198    4    6      |104 108 101| 126 132 132
199    4    7      |116 119 114| 83  93  86
200    4    8      |111 116 116| 88  93  91
201    4    9      |68  75  70 | 77  73  83
202    4    10     |72  76  75 | 50  49  60
203    4    11     |60  58  65 | 63  64  74
204    4    12     |34  34  41 | 116 111 127
205    4    13     |47  49  55 | 79  75  84
206    4    14     |100 98  108| 98  96  100
207    4    15     |62  60  66 | 176 176 176
208    4    16     |82  80  83 | 122 132 141
209    4    17     |161 160 161| 213 214 211
210    4    18     |109 117 123| 201 202 191
211    4    19     |198 199 197| 159 170 177
212    4    20     |186 186 179| 128 144 156
213    4    21     |147 155 159| 134 150 150
214    4    22     |117 128 137| 157 172 179
215    4    23     |122 133 133| 149 159 170
216    4    24     |146 157 162| 142 153 157
217    4    25     |137 144 151| 152 159 169
218    4    26     |130 138 140| 148 162 171
219    4    27     |139 144 151| 152 171 185
220    4    28     |137 147 153| 146 156 173
221    4    29     |142 156 165| 183 181 183
222    4    30     |134 142 154| 194 185 179
223    4    31     |167 166 167| 181 174 183
224    4    32     |177 170 166| 154 159 175
225    4    33     |165 161 166| 152 166 177
226    4    34     |141 146 156| 133 152 154
227    4    35     |141 151 158| 138 153 160
228    4    36     |122 135 136| 118 132 137
229    4    37     |126 138 142| 124 128 114
230    4    38     |106 116 119| 163 155 137
231    4    39     |108 110 101| 158 158 124
232    4    40     |144 138 126| 155 155 134
233    4    41     |140 138 116| 162 148 137
234    4    42     |138 136 123| 164 154 133
235    4    43     |142 132 125| 169 154 131
236    4    44     |145 136 123| 159 132 106
237    4    45     |148 137 122| 131 88  65
238    4    46     |135 115 98 | 122 74  42
239    4    47     |103 71  57 | 127 63  49
240    4    48     |92  56  36 | 135 72  36
241    4    49     |95  50  40 | 134 74  27
242    4    50     |101 55  31 | 129 68  30
243    4    51     |100 55  24 | 125 64  32
244    4    52     |95  51  26 | 127 63  28
245    4    53     |92  47  27 | 124 64  24
246    4    54     |93  46  23 | 129 70  29
247    4    55     |91  46  20 | 129 73  42
248    4    56     |95  52  26 | 118 68  40
249    4    57     |98  56  36 | 89  45  35
250    4    58     |87  51  33 | 104 74  58
251    4    59     |61  30  23 | 75  69  64
252    4    60     |79  58  47 | 96  95  83
253    4    61     |56  52  49 | 87  81  81
254    4    62     |78  77  69 | 159 148 132
255    4    63     |69  64  64 | 159 148 132
256    4    64     |140 131 120| 159 148 132
257    5    1      |147 138 130| 115 112 104
258    5    2      |111 108 95 | 134 135 135
259    5    3      |98  95  90 | 127 131 124
260    5    4      |118 119 119| 129 131 122
261    5    5      |111 114 109| 104 103 115
262    5    6      |113 114 108| 77  78  94
263    5    7      |89  88  96 | 56  64  68
264    5    8      |62  63  74 | 55  56  65
265    5    9      |42  47  50 | 90  84  103
266    5    10     |39  40  46 | 149 143 164
267    5    11     |74  70  83 | 165 166 180
268    5    12     |134 131 145| 175 172 186
269    5    13     |151 153 162| 96  91  114
270    5    14     |160 159 168| 81  78  89
271    5    15     |81  78  93 | 152 149 147
272    5    16     |65  63  70 | 166 166 184
273    5    17     |135 133 132| 145 145 144
274    5    18     |153 154 165| 166 161 152
275    5    19     |130 130 129| 118 126 131
276    5    20     |149 145 139| 112 126 135
277    5    21     |105 110 114| 124 132 135
278    5    22     |100 110 116| 147 158 163
279    5    23     |110 116 118| 146 157 167
280    5    24     |134 142 146| 140 145 156
281    5    25     |134 142 149| 147 155 160
282    5    26     |126 131 138| 162 173 179
283    5    27     |134 140 143| 137 155 166
284    5    28     |150 158 162| 140 156 170
285    5    29     |126 140 147| 153 154 154
286    5    30     |130 141 150| 195 179 169
287    5    31     |138 139 139| 225 216 214
288    5    32     |175 164 157| 171 178 187
289    5    33     |209 202 201| 131 144 158
290    5    34     |158 164 170| 143 158 169
291    5    35     |119 130 139| 138 151 158
292    5    36     |132 143 150| 110 118 115
293    5    37     |126 135 140| 135 132 113
294    5    38     |95  101 99 | 160 145 128
295    5    39     |117 114 101| 153 152 126
296    5    40     |140 129 117| 161 154 135
297    5    41     |135 133 116| 178 152 139
298    5    42     |142 137 124| 167 135 112
299    5    43     |156 136 129| 163 114 77
300    5    44     |142 118 103| 158 97  60
301    5    45     |133 96  72 | 155 82  58
302    5    46     |125 80  56 | 150 77  51
303    5    47     |120 68  52 | 148 67  53
304    5    48     |115 62  45 | 141 72  37
305    5    49     |113 54  45 | 125 65  34
306    5    50     |106 55  32 | 111 66  26
307    5    51     |92  49  28 | 112 61  26
308    5    52     |81  47  21 | 112 58  25
309    5    53     |80  43  20 | 112 60  27
310    5    54     |81  41  19 | 114 66  26
311    5    55     |81  43  21 | 121 72  31
312    5    56     |83  47  21 | 119 75  38
313    5    57     |90  53  27 | 108 60  45
314    5    58     |90  56  33 | 82  44  30
315    5    59     |79  45  35 | 98  80  77
316    5    60     |55  28  19 | 83  71  65
317    5    61     |77  65  62 | 115 104 95
318    5    62     |63  54  51 | 152 138 126
319    5    63     |95  87  82 | 152 138 126
320    5    64     |132 122 114| 152 138 126
321    6    1      |115 108 101| 120 118 118
322    6    2      |87  87  88 | 160 160 158
323    6    3      |103 102 102| 123 125 128
324    6    4      |144 145 143| 89  89  89
325    6    5      |108 109 111| 73  67  83
326    6    6      |72  72  73 | 70  64  87
327    6    7      |56  53  63 | 114 113 124
328    6    8      |54  51  66 | 159 159 167
329    6    9      |99  99  106| 171 166 178
330    6    10     |144 144 150| 164 163 177
331    6    11     |156 152 161| 157 161 168
332    6    12     |150 150 159| 166 167 172
333    6    13     |143 147 151| 144 141 153
334    6    14     |151 152 156| 80  78  85
335    6    15     |128 127 135| 121 119 119
336    6    16     |63  62  67 | 176 172 186
337    6    17     |105 103 103| 145 155 169
338    6    18     |162 159 168| 178 175 180
339    6    19     |133 141 150| 191 199 199
340    6    20     |163 161 164| 179 189 189
341    6    21     |178 183 183| 227 225 234
342    6    22     |166 173 173| 133 145 146
343    6    23     |213 212 218| 119 134 140
344    6    24     |121 128 130| 108 124 134
345    6    25     |107 118 122| 126 137 137
346    6    26     |97  108 115| 144 154 152
347    6    27     |112 121 121| 108 124 131
348    6    28     |131 138 137| 140 157 162
349    6    29     |96  108 113| 179 181 174
350    6    30     |129 141 144| 212 195 183
351    6    31     |164 165 161| 238 225 217
352    6    32     |192 180 172| 157 161 168
353    6    33     |220 211 205| 135 149 164
354    6    34     |143 147 151| 141 153 167
355    6    35     |124 134 144| 133 142 151
356    6    36     |130 139 148| 135 129 123
357    6    37     |121 127 133| 133 130 106
358    6    38     |117 112 109| 156 145 131
359    6    39     |115 111 95 | 166 157 134
360    6    40     |136 128 119| 175 155 123
361    6    41     |147 139 124| 167 119 89
362    6    42     |153 136 116| 172 109 76
363    6    43     |138 102 83 | 179 106 58
364    6    44     |139 93  71 | 170 93  53
365    6    45     |142 89  58 | 157 77  51
366    6    46     |133 77  51 | 149 73  47
367    6    47     |121 63  46 | 139 73  38
368    6    48     |114 59  42 | 139 73  36
369    6    49     |105 57  34 | 134 68  47
370    6    50     |105 57  32 | 126 66  36
371    6    51     |101 53  39 | 117 64  34
372    6    52     |93  50  30 | 110 57  32
373    6    53     |86  47  28 | 110 57  32
374    6    54     |79  41  24 | 111 61  31
375    6    55     |79  41  25 | 114 66  24
376    6    56     |80  44  24 | 115 71  29
377    6    57     |83  47  20 | 122 70  47
378    6    58     |85  52  24 | 101 54  36
379    6    59     |92  54  39 | 115 77  71
380    6    60     |73  38  27 | 89  53  57
381    6    61     |90  62  59 | 162 142 120
382    6    62     |64  39  42 | 131 111 111
383    6    63     |140 125 110| 131 111 111
384    6    64     |110 97  96 | 131 111 111
385    7    1      |82  76  69 | 157 155 164
386    7    2      |101 99  107| 167 164 164
387    7    3      |142 141 147| 108 112 119
388    7    4      |151 149 149| 75  78  78
389    7    5      |93  96  101| 124 116 111
390    7    6      |59  61  61 | 177 168 175
391    7    7      |106 100 97 | 159 161 168
392    7    8      |160 155 159| 165 163 170
393    7    9      |145 147 151| 164 160 165
394    7    10     |150 149 154| 159 160 166
395    7    11     |148 146 149| 64  70  80
396    7    12     |144 146 149| 147 148 159
397    7    13     |50  54  61 | 182 181 190
398    7    14     |133 134 141| 96  90  104
399    7    15     |167 167 173| 104 104 111
400    7    16     |79  76  85 | 165 168 169
401    7    17     |89  89  93 | 151 163 172
402    7    18     |150 153 154| 138 149 161
403    7    19     |139 148 154| 144 156 163
404    7    20     |126 134 142| 173 184 184
405    7    21     |132 141 146| 191 197 197
406    7    22     |161 168 169| 223 223 220
407    7    23     |178 182 182| 203 207 207
408    7    24     |208 209 206| 139 151 163
409    7    25     |189 192 193| 185 185 190
410    7    26     |127 137 144| 237 229 227
411    7    27     |171 171 174| 149 153 167
412    7    28     |221 215 214| 175 183 190
413    7    29     |135 139 148| 203 201 187
414    7    30     |163 168 173| 219 209 191
415    7    31     |187 184 175| 224 218 206
416    7    32     |201 192 181| 146 156 156
417    7    33     |207 203 195| 138 155 169
418    7    34     |133 140 140| 139 152 160
419    7    35     |127 140 149| 132 137 135
420    7    36     |127 137 142| 139 133 118
421    7    37     |117 120 119| 151 145 120
422    7    38     |121 116 106| 178 162 139
423    7    39     |132 126 110| 170 137 105
424    7    40     |157 144 130| 171 112 74
425    7    41     |144 119 99 | 179 108 61
426    7    42     |139 95  70 | 183 101 56
427    7    43     |143 91  60 | 171 95  48
428    7    44     |145 85  55 | 155 85  51
429    7    45     |134 78  47 | 156 79  52
430    7    46     |120 69  47 | 154 79  51
431    7    47     |120 64  47 | 146 82  46
432    7    48     |118 65  46 | 143 76  36
433    7    49     |113 66  42 | 135 75  45
434    7    50     |108 59  33 | 129 74  44
435    7    51     |102 59  39 | 130 69  47
436    7    52     |98  58  38 | 120 67  41
437    7    53     |98  54  39 | 110 63  37
438    7    54     |90  51  34 | 108 58  34
439    7    55     |81  46  29 | 111 60  32
440    7    56     |78  42  26 | 114 68  28
441    7    57     |81  43  25 | 123 70  40
442    7    58     |84  50  23 | 123 64  40
443    7    59     |92  53  34 | 106 72  60
444    7    60     |91  49  32 | 87  56  56
445    7    61     |80  56  49 | 159 139 109
446    7    62     |63  42  42 | 161 149 142
447    7    63     |137 121 101| 161 149 142
448    7    64     |142 133 128| 161 149 142
449    8    1      |134 131 121| 160 159 173
450    8    2      |154 151 153| 153 155 167
451    8    3      |146 146 155| 152 157 170
452    8    4      |139 141 149| 71  71  80
453    8    5      |139 143 151| 108 95  90
454    8    6      |55  55  61 | 162 160 151
455    8    7      |88  79  76 | 160 168 173
456    8    8      |146 143 138| 86  87  91
457    8    9      |147 153 156| 130 128 128
458    8    10     |70  71  74 | 180 179 185
459    8    11     |114 112 112| 103 102 123
460    8    12     |165 165 169| 116 115 128
461    8    13     |89  88  102| 158 153 161
462    8    14     |101 101 109| 112 102 110
463    8    15     |142 139 144| 107 109 102
464    8    16     |94  87  93 | 137 147 141
465    8    17     |91  92  87 | 173 172 163
466    8    18     |123 130 126| 160 176 180
467    8    19     |157 156 150| 141 157 177
468    8    20     |149 160 163| 135 148 166
469    8    21     |131 143 156| 152 161 165
470    8    22     |124 134 146| 212 215 202
471    8    23     |139 146 148| 173 176 176
472    8    24     |197 198 190| 122 139 154
473    8    25     |158 161 160| 140 144 153
474    8    26     |111 124 134| 226 216 218
475    8    27     |126 130 135| 176 170 182
476    8    28     |210 203 204| 196 193 198
477    8    29     |160 157 165| 212 203 193
478    8    30     |181 179 182| 225 215 202
479    8    31     |195 188 181| 195 193 181
480    8    32     |207 199 191| 136 147 146
481    8    33     |179 177 169| 138 156 163
482    8    34     |123 131 130| 131 139 148
483    8    35     |127 140 145| 144 145 131
484    8    36     |118 124 130| 143 134 106
