INDEX  ROW  COLUMN |iR  iG  iB | oR  oG  oB
1      1    1      |54  77  66 | 0   0   0
2      1    2      |0   0   48 | 0   41  0
3      1    3      |0   0   0  | 45  0   0
4      1    4      |0   54  0  | 0   0   0
5      1    5      |40  0   0  | 0   0   32
6      1    6      |0   0   0  | 0   48  0
7      1    7      |0   0   64 | 1   0   0
8      1    8      |0   64  0  | 0   18  0
9      1    9      |1   0   0  | 0   0   0
10     1    10     |0   24  0  | 54  0   0
11     1    11     |0   0   0  | 131 0   0
12     1    12     |48  0   0  | 0   0   9
13     1    13     |116 0   0  | 0   0   56
14     1    14     |0   0   18 | 0   0   0
15     1    15     |0   18  116| 0   0   0
16     1    16     |0   0   0  | 0   0   0
17     1    17     |0   0   0  | 91  49  19
18     1    18     |0   0   0  | 115 57  17
19     1    19     |125 131 133| 137 69  23
20     1    20     |152 151 148| 95  48  18
21     1    21     |183 183 183| 114 55  17
22     1    22     |128 129 132| 154 75  19
23     1    23     |150 146 145| 164 78  26
24     1    24     |202 197 189| 89  48  20
25     1    25     |216 210 212| 87  49  20
26     1    26     |122 128 133| 135 66  25
27     1    27     |121 129 132| 160 77  27
28     1    28     |180 179 184| 160 78  25
29     1    29     |212 209 212| 128 65  20
30     1    30     |212 209 209| 86  48  16
31     1    31     |170 171 168| 89  48  15
32     1    32     |118 125 123| 109 58  21
33     1    33     |120 125 122| 101 53  23
34     1    34     |148 153 154| 97  53  21
35     1    35     |139 145 152| 116 59  23
36     1    36     |133 140 143| 123 62  20
37     1    37     |157 159 164| 160 80  22
38     1    38     |164 164 162| 106 49  21
39     1    39     |211 209 201| 120 59  18
40     1    40     |141 138 147| 119 58  9
41     1    41     |158 156 154| 114 58  10
42     1    42     |153 147 132| 118 57  9
43     1    43     |148 145 131| 118 59  9
44     1    44     |151 144 130| 116 55  10
45     1    45     |152 147 131| 113 52  10
46     1    46     |149 141 130| 103 47  9
47     1    47     |144 135 126| 97  44  7
48     1    48     |131 122 114| 96  43  3
49     1    49     |123 114 103| 89  43  5
50     1    50     |120 109 94 | 94  45  0
51     1    51     |113 107 93 | 92  46  1
52     1    52     |117 108 86 | 98  45  0
53     1    53     |116 109 87 | 102 44  0
54     1    54     |121 109 87 | 97  43  2
55     1    55     |125 109 88 | 95  45  0
56     1    56     |120 108 91 | 94  40  0
57     1    57     |117 106 80 | 92  39  1
58     1    58     |114 99  79 | 77  33  4
59     1    59     |113 98  82 | 72  35  6
60     1    60     |96  85  77 | 69  35  10
61     1    61     |92  88  79 | 60  29  12
62     1    62     |92  92  89 | 0   0   0
63     1    63     |81  81  85 | 0   0   0
64     1    64     |94  89  85 | 0   0   0
65     2    1      |117 108 110| 111 52  9
66     2    2      |143 135 128| 114 51  14
67     2    3      |142 134 122| 98  43  13
68     2    4      |147 138 136| 104 47  13
69     2    5      |127 119 120| 120 54  16
70     2    6      |134 126 125| 136 63  16
71     2    7      |155 146 145| 127 60  14
72     2    8      |176 167 162| 118 57  14
73     2    9      |165 158 150| 75  39  12
74     2    10     |154 149 143| 53  29  9
75     2    11     |100 102 100| 63  31  8
76     2    12     |72  75  73 | 56  34  8
77     2    13     |82  80  76 | 61  34  7
78     2    14     |77  84  76 | 104 52  17
79     2    15     |81  84  76 | 108 56  27
80     2    16     |139 139 139| 30  22  8
81     2    17     |149 155 168| 97  55  27
82     2    18     |44  53  51 | 99  56  24
83     2    19     |137 150 160| 93  56  23
84     2    20     |138 148 153| 86  50  21
85     2    21     |132 146 149| 102 53  18
86     2    22     |121 132 135| 101 54  18
87     2    23     |137 140 140| 113 58  23
88     2    24     |137 141 140| 88  48  22
89     2    25     |153 156 161| 88  48  20
90     2    26     |123 131 138| 100 52  23
91     2    27     |121 128 132| 103 56  22
92     2    28     |137 142 150| 144 73  25
93     2    29     |142 149 153| 127 62  22
94     2    30     |193 194 194| 98  50  19
95     2    31     |169 168 171| 115 61  21
96     2    32     |132 134 138| 100 52  22
97     2    33     |156 161 161| 100 52  22
98     2    34     |136 140 146| 106 59  23
99     2    35     |137 141 148| 102 53  22
100    2    36     |146 155 157| 139 66  20
101    2    37     |139 144 149| 135 66  16
102    2    38     |182 177 175| 90  44  19
103    2    39     |176 172 163| 93  48  13
104    2    40     |121 121 128| 111 55  9
105    2    41     |123 124 119| 119 55  10
106    2    42     |143 139 124| 116 54  10
107    2    43     |152 142 132| 109 54  8
108    2    44     |149 140 130| 109 50  8
109    2    45     |140 135 120| 103 46  8
110    2    46     |139 129 118| 106 48  7
111    2    47     |131 120 112| 108 51  6
112    2    48     |134 123 112| 111 49  6
113    2    49     |137 129 113| 99  44  2
114    2    50     |139 126 113| 81  34  0
115    2    51     |123 110 93 | 76  27  0
116    2    52     |97  83  63 | 81  25  0
117    2    53     |86  64  41 | 92  27  0
118    2    54     |89  59  33 | 82  26  0
119    2    55     |100 65  38 | 79  30  0
120    2    56     |91  62  38 | 90  36  0
121    2    57     |90  69  44 | 101 41  2
122    2    58     |107 88  68 | 83  39  3
123    2    59     |123 106 91 | 58  24  1
124    2    60     |104 97  82 | 71  30  9
125    2    61     |71  62  53 | 66  32  10
126    2    62     |91  83  85 | 0   0   0
127    2    63     |87  85  85 | 0   0   0
128    2    64     |85  88  86 | 0   0   0
129    3    1      |140 135 129| 118 55  10
130    3    2      |148 139 125| 78  33  11
131    3    3      |151 142 131| 69  34  14
132    3    4      |101 93  96 | 76  40  13
133    3    5      |93  94  98 | 77  40  11
134    3    6      |102 104 103| 99  51  16
135    3    7      |103 104 100| 85  47  13
136    3    8      |132 133 131| 61  33  7
137    3    9      |115 120 113| 54  27  10
138    3    10     |81  83  76 | 54  30  11
139    3    11     |72  72  74 | 48  25  9
140    3    12     |74  78  79 | 40  21  8
141    3    13     |65  67  68 | 60  31  5
142    3    14     |54  56  56 | 88  42  10
143    3    15     |78  77  69 | 126 60  22
144    3    16     |114 110 104| 51  29  12
145    3    17     |167 164 169| 111 61  26
146    3    18     |71  77  78 | 124 66  24
147    3    19     |154 163 169| 94  54  23
148    3    20     |169 175 177| 75  45  18
149    3    21     |132 143 147| 101 55  21
150    3    22     |106 117 119| 108 62  24
151    3    23     |138 145 147| 103 59  24
152    3    24     |150 162 164| 100 57  24
153    3    25     |144 156 159| 98  55  23
154    3    26     |140 151 156| 98  56  23
155    3    27     |137 147 152| 92  54  24
156    3    28     |136 147 150| 88  50  22
157    3    29     |130 143 148| 120 61  21
158    3    30     |123 134 139| 125 60  19
159    3    31     |161 163 164| 112 53  19
160    3    32     |164 160 159| 100 50  22
161    3    33     |148 145 149| 105 56  24
162    3    34     |136 138 147| 99  57  22
163    3    35     |145 152 158| 89  50  22
164    3    36     |138 149 150| 111 56  19
165    3    37     |124 134 139| 84  43  12
166    3    38     |148 148 148| 96  49  17
167    3    39     |111 111 107| 109 55  10
168    3    40     |129 130 130| 114 58  7
169    3    41     |141 138 124| 116 51  9
170    3    42     |147 143 124| 110 52  10
171    3    43     |147 134 125| 103 52  10
172    3    44     |141 134 124| 109 53  8
173    3    45     |134 132 120| 118 53  8
174    3    46     |140 134 119| 105 46  1
175    3    47     |149 137 124| 82  33  0
176    3    48     |129 114 95 | 73  21  0
177    3    49     |97  79  58 | 81  22  0
178    3    50     |81  54  36 | 86  18  0
