INDEX  ROW  COLUMN |iR  iG  iB | oR  oG  oB
1      1    1      |54  77  66 | 0   0   0
2      1    2      |0   0   48 | 129 0   0
3      1    3      |0   0   0  | 0   33  0
4      1    4      |0   54  0  | 0   33  33
5      1    5      |40  0   0  | 212 0   0
6      1    6      |0   0   0  | 129 0   0
7      1    7      |0   0   64 | 0   0   0
8      1    8      |0   64  0  | 0   9   9
9      1    9      |1   0   0  | 0   0   111
10     1    10     |0   24  0  | 0   0   0
11     1    11     |0   0   0  | 0   0   0
12     1    12     |48  0   0  | 0   0   0
13     1    13     |116 0   0  | 212 0   0
14     1    14     |0   0   18 | 0   0   0
15     1    15     |0   18  116| 0   121 0
16     1    16     |0   0   0  | 0   157 6
17     1    17     |0   0   0  | 234 211 0
18     1    18     |0   0   0  | 29  124 0
19     1    19     |125 131 133| 0   148 8
20     1    20     |152 151 148| 185 212 20
21     1    21     |183 183 183| 11  249 0
22     1    22     |128 129 132| 26  113 0
23     1    23     |150 146 145| 85  113 0
24     1    24     |202 197 189| 218 197 0
25     1    25     |216 210 212| 230 245 0
26     1    26     |122 128 133| 223 245 5
27     1    27     |121 129 132| 85  189 4
28     1    28     |180 179 184| 0   114 3
29     1    29     |212 209 212| 149 117 4
30     1    30     |212 209 209| 159 157 0
31     1    31     |170 171 168| 147 134 0
32     1    32     |118 125 123| 236 132 0
33     1    33     |120 125 122| 209 164 0
34     1    34     |148 153 154| 233 180 3
35     1    35     |139 145 152| 194 235 15
36     1    36     |133 140 143| 44  131 0
37     1    37     |157 159 164| 35  165 6
38     1    38     |164 164 162| 225 126 31
39     1    39     |211 209 201| 22  128 26
40     1    40     |141 138 147| 31  122 31
41     1    41     |158 156 154| 36  125 32
42     1    42     |153 147 132| 30  120 28
43     1    43     |148 145 131| 33  112 27
44     1    44     |151 144 130| 25  95  25
45     1    45     |152 147 131| 21  78  30
46     1    46     |149 141 130| 21  61  39
47     1    47     |144 135 126| 25  67  30
48     1    48     |131 122 114| 25  53  46
49     1    49     |123 114 103| 31  56  44
50     1    50     |120 109 94 | 32  49  51
51     1    51     |113 107 93 | 33  45  55
52     1    52     |117 108 86 | 28  55  44
53     1    53     |116 109 87 | 25  41  55
54     1    54     |121 109 87 | 26  32  53
55     1    55     |125 109 88 | 31  38  46
56     1    56     |120 108 91 | 25  35  29
57     1    57     |117 106 80 | 23  49  20
58     1    58     |114 99  79 | 18  70  5
59     1    59     |113 98  82 | 31  52  0
60     1    60     |96  85  77 | 44  56  14
61     1    61     |92  88  79 | 212 56  14
62     1    62     |92  92  89 | 19  56  14
63     1    63     |81  81  85 | 19  56  14
64     1    64     |94  89  85 | 19  56  14
65     2    1      |117 108 110| 26  103 10
66     2    2      |143 135 128| 8   112 14
67     2    3      |142 134 122| 14  141 15
68     2    4      |147 138 136| 6   166 21
69     2    5      |127 119 120| 6   152 22
70     2    6      |134 126 125| 15  143 17
71     2    7      |155 146 145| 24  87  3
72     2    8      |176 167 162| 23  45  3
73     2    9      |165 158 150| 129 48  9
74     2    10     |154 149 143| 140 51  12
75     2    11     |100 102 100| 29  51  12
76     2    12     |72  75  73 | 93  145 0
77     2    13     |82  80  76 | 135 140 0
78     2    14     |77  84  76 | 0   3   3
79     2    15     |81  84  76 | 197 127 0
80     2    16     |139 139 139| 162 137 0
81     2    17     |149 155 168| 219 131 0
82     2    18     |44  53  51 | 228 114 0
83     2    19     |137 150 160| 242 142 0
84     2    20     |138 148 153| 239 142 1
85     2    21     |132 146 149| 172 159 0
86     2    22     |121 132 135| 165 110 0
87     2    23     |137 140 140| 206 112 0
88     2    24     |137 141 140| 215 130 0
89     2    25     |153 156 161| 225 144 0
90     2    26     |123 131 138| 205 226 0
91     2    27     |121 128 132| 223 185 0
92     2    28     |137 142 150| 172 129 0
93     2    29     |142 149 153| 223 171 0
94     2    30     |193 194 194| 199 132 0
95     2    31     |169 168 171| 172 131 0
96     2    32     |132 134 138| 205 153 0
97     2    33     |156 161 161| 201 138 0
98     2    34     |136 140 146| 239 191 11
99     2    35     |137 141 148| 216 175 20
100    2    36     |146 155 157| 12  107 0
101    2    37     |139 144 149| 31  115 8
102    2    38     |182 177 175| 212 117 28
103    2    39     |176 172 163| 149 120 30
104    2    40     |121 121 128| 35  119 28
105    2    41     |123 124 119| 22  109 30
106    2    42     |143 139 124| 24  99  31
107    2    43     |152 142 132| 32  89  28
108    2    44     |149 140 130| 23  88  33
109    2    45     |140 135 120| 19  94  36
110    2    46     |139 129 118| 21  87  39
111    2    47     |131 120 112| 29  57  45
112    2    48     |134 123 112| 23  10  51
113    2    49     |137 129 113| 25  33  66
114    2    50     |139 126 113| 26  45  70
115    2    51     |123 110 93 | 22  53  87
116    2    52     |97  83  63 | 16  43  73
117    2    53     |86  64  41 | 17  29  69
118    2    54     |89  59  33 | 18  11  58
119    2    55     |100 65  38 | 24  48  48
120    2    56     |91  62  38 | 23  49  33
121    2    57     |90  69  44 | 21  3   27
122    2    58     |107 88  68 | 29  49  9
123    2    59     |123 106 91 | 23  61  3
124    2    60     |104 97  82 | 21  64  3
125    2    61     |71  62  53 | 0   64  3
126    2    62     |91  83  85 | 146 64  3
127    2    63     |87  85  85 | 146 64  3
128    2    64     |85  88  86 | 146 64  3
129    3    1      |140 135 129| 25  70  0
130    3    2      |148 139 125| 35  90  2
131    3    3      |151 142 131| 192 87  6
132    3    4      |101 93  96 | 143 133 3
133    3    5      |93  94  98 | 142 106 11
134    3    6      |102 104 103| 142 51  10
135    3    7      |103 104 100| 109 42  0
136    3    8      |132 133 131| 145 47  0
137    3    9      |115 120 113| 212 32  0
138    3    10     |81  83  76 | 243 18  0
139    3    11     |72  72  74 | 221 38  14
140    3    12     |74  78  79 | 172 87  15
141    3    13     |65  67  68 | 38  176 0
142    3    14     |54  56  56 | 26  41  0
143    3    15     |78  77  69 | 237 159 0
144    3    16     |114 110 104| 240 187 0
145    3    17     |167 164 169| 221 129 0
146    3    18     |71  77  78 | 234 93  0
147    3    19     |154 163 169| 232 141 0
148    3    20     |169 175 177| 242 159 0
149    3    21     |132 143 147| 236 149 0
150    3    22     |106 117 119| 243 139 0
151    3    23     |138 145 147| 240 134 0
152    3    24     |150 162 164| 227 136 0
153    3    25     |144 156 159| 226 124 0
154    3    26     |140 151 156| 235 114 0
155    3    27     |137 147 152| 230 176 0
156    3    28     |136 147 150| 231 169 8
157    3    29     |130 143 148| 221 148 0
158    3    30     |123 134 139| 11  128 0
159    3    31     |161 163 164| 248 145 0
160    3    32     |164 160 159| 187 142 0
161    3    33     |148 145 149| 217 116 0
162    3    34     |136 138 147| 246 159 0
163    3    35     |145 152 158| 228 97  6
164    3    36     |138 149 150| 0   130 0
165    3    37     |124 134 139| 44  119 25
166    3    38     |148 148 148| 172 117 34
167    3    39     |111 111 107| 37  105 33
168    3    40     |129 130 130| 36  113 25
169    3    41     |141 138 124| 19  114 21
170    3    42     |147 143 124| 26  106 32
171    3    43     |147 134 125| 38  105 37
172    3    44     |141 134 124| 32  57  51
173    3    45     |134 132 120| 23  3   58
174    3    46     |140 134 119| 25  40  58
175    3    47     |149 137 124| 24  51  66
176    3    48     |129 114 95 | 14  61  73
177    3    49     |97  79  58 | 10  58  64
178    3    50     |81  54  36 | 7   63  67
179    3    51     |86  52  24 | 4   65  75
180    3    52     |91  50  31 | 3   66  84
181    3    53     |85  46  28 | 6   58  70
182    3    54     |87  45  21 | 9   31  31
183    3    55     |92  49  21 | 8   28  28
184    3    56     |98  54  29 | 0   55  42
185    3    57     |89  50  29 | 0   12  13
186    3    58     |63  32  14 | 26  33  10
187    3    59     |61  35  27 | 3   50  11
