INDEX  ROW  COLUMN |iR  iG  iB | oR  oG  oB
1      1    1      |0   0   0  | 132 12  195
2      1    2      |0   0   0  | 131 123 132
3      1    3      |0   0   0  | 112 37  59
4      1    4      |0   0   0  | 112 20  119
5      1    5      |0   0   0  | 0   0   0
6      1    6      |0   0   0  | 0   0   0
7      1    7      |0   0   0  | 0   0   0
8      1    8      |0   0   0  | 0   0   0
9      1    9      |0   0   0  | 112 15  163
10     1    10     |0   0   0  | 112 11  223
11     1    11     |0   0   0  | 0   0   0
12     1    12     |0   0   0  | 0   0   0
13     1    13     |0   0   0  | 112 16  147
14     1    14     |0   0   0  | 112 12  207
15     1    15     |0   0   0  | 0   0   0
16     1    16     |0   0   0  | 0   0   0
17     1    17     |0   0   0  | 112 18  131
18     1    18     |0   0   0  | 132 13  191
19     1    19     |0   0   0  | 0   0   0
20     1    20     |0   0   0  | 0   0   0
21     1    21     |0   0   0  | 112 20  115
22     1    22     |0   0   0  | 112 14  175
23     1    23     |0   0   0  | 0   0   0
24     1    24     |0   0   0  | 0   0   0
25     1    25     |0   0   0  | 0   0   0
26     1    26     |0   0   0  | 112 15  159
27     1    27     |0   0   0  | 112 11  219
28     1    28     |0   0   0  | 0   0   0
29     1    29     |0   0   0  | 0   0   0
30     1    30     |0   0   0  | 112 17  143
31     1    31     |0   0   0  | 112 12  203
32     1    32     |0   0   0  | 0   0   0
33     1    33     |0   0   0  | 0   0   0
34     1    34     |0   0   0  | 112 19  127
35     1    35     |0   0   0  | 132 13  187
36     1    36     |0   0   0  | 0   0   0
37     1    37     |0   0   0  | 0   0   0
38     1    38     |0   0   0  | 112 21  111
39     1    39     |0   0   0  | 112 14  171
40     1    40     |0   0   0  | 0   0   0
41     1    41     |0   0   0  | 0   0   0
42     1    42     |0   0   0  | 0   0   0
43     1    43     |0   0   0  | 112 16  155
44     1    44     |0   0   0  | 112 11  215
45     1    45     |0   0   0  | 0   0   0
46     1    46     |0   0   0  | 0   0   0
47     1    47     |0   0   0  | 112 17  139
48     1    48     |0   0   0  | 112 12  199
49     1    49     |0   0   0  | 0   0   0
50     1    50     |0   0   0  | 0   0   0
51     1    51     |0   0   0  | 112 19  123
52     1    52     |0   0   0  | 112 13  183
53     1    53     |0   0   0  | 0   0   0
54     1    54     |0   0   0  | 0   0   0
55     1    55     |0   0   0  | 112 22  107
56     1    56     |0   0   0  | 112 14  167
57     1    57     |0   0   0  | 0   0   0
58     1    58     |0   0   0  | 0   0   0
59     1    59     |0   0   0  | 0   0   0
60     1    60     |0   0   0  | 112 16  151
61     1    61     |0   0   0  | 112 12  211
62     1    62     |0   0   0  | 0   0   0
63     1    63     |0   0   0  | 0   0   0
64     1    64     |0   0   0  | 112 102 15
65     2    1      |0   0   0  | 132 12  195
66     2    2      |0   0   0  | 131 123 132
67     2    3      |0   0   0  | 112 37  59
68     2    4      |0   0   0  | 112 20  119
