INDEX  ROW  COLUMN R   G   B
1      1    1      0   128 128
2      1    2      0   128 128
3      1    3      0   128 128
4      1    4      0   128 128
5      1    5      0   128 128
6      1    6      0   128 128
7      1    7      0   128 128
8      1    8      0   128 128
9      1    9      0   128 128
10     1    10     0   128 128
11     1    11     0   128 128
12     1    12     0   128 128
13     1    13     0   128 128
14     1    14     0   128 128
15     1    15     0   128 128
16     1    16     0   128 128
17     1    17     0   128 128
18     1    18     0   128 128
19     1    19     0   128 128
20     1    20     0   128 128
21     1    21     0   128 128
22     1    22     0   128 128
23     1    23     0   128 128
24     1    24     0   128 128
25     1    25     0   128 128
26     1    26     0   128 128
27     1    27     0   128 128
28     1    28     0   128 128
29     1    29     0   128 128
30     1    30     0   128 128
31     1    31     0   128 128
32     1    32     0   128 128
33     1    33     0   128 128
34     1    34     0   128 128
35     1    35     0   128 128
36     1    36     0   128 128
37     1    37     0   128 128
38     1    38     0   128 128
39     1    39     0   128 128
40     1    40     0   128 128
41     1    41     0   128 128
42     1    42     0   128 128
43     1    43     0   128 128
44     1    44     0   128 128
45     1    45     0   128 128
46     1    46     0   128 128
47     1    47     0   128 128
48     1    48     0   128 128
49     1    49     0   128 128
50     1    50     0   128 128
51     1    51     0   128 128
52     1    52     0   128 128
53     1    53     0   128 128
54     1    54     0   128 128
55     1    55     0   128 128
56     1    56     0   128 128
57     1    57     0   128 128
58     1    58     0   128 128
59     1    59     0   128 128
60     1    60     0   128 128
61     1    61     0   128 128
62     1    62     0   128 128
63     1    63     0   128 128
64     1    64     0   128 128
65     1    65     0   128 128
66     1    66     0   128 128
67     1    67     0   128 128
68     1    68     0   128 128
69     1    69     0   128 128
70     1    70     0   128 128
71     1    71     0   128 128
72     1    72     0   128 128
73     1    73     0   128 128
74     1    74     0   128 128
75     1    75     0   128 128
76     1    76     0   128 128
77     1    77     0   128 128
78     1    78     0   128 128
79     1    79     0   128 128
80     1    80     0   128 128
81     1    81     0   128 128
82     1    82     0   128 128
83     1    83     0   128 128
84     1    84     0   128 128
85     1    85     0   128 128
86     1    86     0   128 128
87     1    87     0   128 128
88     1    88     0   128 128
89     1    89     0   128 128
90     1    90     0   128 128
91     1    91     0   128 128
92     1    92     0   128 128
93     1    93     0   128 128
94     1    94     0   128 128
95     1    95     0   128 128
96     1    96     0   128 128
97     1    97     0   128 128
98     1    98     0   128 128
99     1    99     0   128 128
100    1    100    0   128 128
101    1    101    0   128 128
102    1    102    0   128 128
103    1    103    0   128 128
104    1    104    0   128 128
105    1    105    0   128 128
106    1    106    0   128 128
107    1    107    0   128 128
108    1    108    0   128 128
109    1    109    0   128 128
110    1    110    0   128 128
111    1    111    0   128 128
112    1    112    0   128 128
113    1    113    0   128 128
114    1    114    0   128 128
115    1    115    0   128 128
116    1    116    0   128 128
117    1    117    0   128 128
118    1    118    0   128 128
119    1    119    0   128 128
120    1    120    0   128 128
121    1    121    0   128 128
122    1    122    0   128 128
123    1    123    0   128 128
124    1    124    0   128 128
125    1    125    0   128 128
126    1    126    0   128 128
127    1    127    0   128 128
128    1    128    0   128 128
129    2    1      0   128 128
130    2    2      0   128 128
131    2    3      0   128 128
132    2    4      255 128 128
133    2    5      226 254 149
134    2    6      0   128 128
135    2    7      0   128 128
136    2    8      0   128 128
137    2    9      255 128 128
138    2    10     230 16  146
139    2    11     0   128 128
140    2    12     255 128 128
141    2    13     255 128 128
142    2    14     255 128 128
143    2    15     0   128 128
144    2    16     255 128 128
145    2    17     255 128 128
146    2    18     255 128 128
147    2    19     255 128 128
148    2    20     255 128 128
149    2    21     0   128 128
150    2    22     134 133 125
151    2    23     201 126 132
152    2    24     163 131 128
153    2    25     133 138 115
154    2    26     75  134 122
155    2    27     0   128 128
156    2    28     118 125 126
157    2    29     243 132 125
158    2    30     0   128 128
159    2    31     0   128 128
160    2    32     50  135 120
161    2    33     38  144 125
162    2    34     23  135 121
163    2    35     131 125 127
164    2    36     202 117 129
165    2    37     0   128 128
166    2    38     0   128 128
167    2    39     0   128 128
168    2    40     43  124 130
169    2    41     39  127 123
170    2    42     57  128 124
171    2    43     62  123 129
172    2    44     54  129 127
173    2    45     82  124 132
174    2    46     79  129 129
175    2    47     144 131 130
176    2    48     0   128 128
177    2    49     0   128 128
178    2    50     0   128 128
179    2    51     204 134 127
180    2    52     147 129 128
181    2    53     138 125 130
182    2    54     173 122 132
183    2    55     181 119 135
184    2    56     182 125 139
185    2    57     200 125 132
186    2    58     106 125 131
187    2    59     141 121 133
188    2    60     190 122 130
189    2    61     146 128 127
190    2    62     39  135 127
191    2    63     69  129 127
192    2    64     143 119 129
193    2    65     197 118 124
194    2    66     0   128 128
195    2    67     0   128 128
196    2    68     158 143 119
197    2    69     147 145 120
198    2    70     155 142 125
199    2    71     173 141 125
200    2    72     174 140 117
201    2    73     164 139 120
202    2    74     166 142 123
203    2    75     157 141 123
204    2    76     167 137 120
205    2    77     171 138 120
206    2    78     160 137 121
207    2    79     160 137 121
208    2    80     170 137 120
209    2    81     205 137 120
210    2    82     210 134 121
211    2    83     218 140 120
212    2    84     216 143 114
213    2    85     223 144 120
214    2    86     230 136 120
215    2    87     235 140 122
216    2    88     235 140 119
217    2    89     229 143 117
218    2    90     244 134 121
219    2    91     236 139 124
220    2    92     240 137 123
221    2    93     239 137 125
222    2    94     245 134 118
223    2    95     234 140 117
224    2    96     245 134 119
225    2    97     244 134 121
226    2    98     250 131 120
227    2    99     244 134 117
228    2    100    245 134 117
229    2    101    228 144 114
230    2    102    233 141 114
231    2    103    220 145 115
232    2    104    210 140 118
233    2    105    255 128 128
234    2    106    255 128 128
235    2    107    0   128 128
236    2    108    191 135 129
237    2    109    255 128 128
238    2    110    237 126 130
239    2    111    255 128 128
240    2    112    251 129 124
241    2    113    249 131 121
