INDEX  ROW  COLUMN |iR  iG  iB | oR  oG  oB
65     2    1      |0   0   0  | 133 77  41
66     2    2      |0   0   0  | 183 97  34
69     2    5      |0   0   0  | 93  54  30
70     2    6      |0   0   0  | 161 88  41
71     2    7      |0   0   0  | 191 96  32
73     2    9      |0   0   0  | 75  45  27
74     2    10     |0   0   0  | 143 79  38
75     2    11     |0   0   0  | 191 96  32
77     2    13     |0   0   0  | 57  36  24
78     2    14     |0   0   0  | 125 70  35
79     2    15     |0   0   0  | 191 96  32
81     2    17     |0   0   0  | 39  27  21
82     2    18     |0   0   0  | 107 61  32
83     2    19     |0   0   0  | 177 97  35
86     2    22     |0   0   0  | 89  52  29
87     2    23     |0   0   0  | 156 86  40
88     2    24     |0   0   0  | 191 96  32
90     2    26     |0   0   0  | 71  43  26
91     2    27     |0   0   0  | 138 77  37
92     2    28     |0   0   0  | 191 96  32
94     2    30     |0   0   0  | 53  34  23
95     2    31     |0   0   0  | 120 68  34
96     2    32     |0   0   0  | 191 96  32
99     2    35     |0   0   0  | 102 59  31
100    2    36     |0   0   0  | 171 95  37
103    2    39     |0   0   0  | 84  50  28
104    2    40     |0   0   0  | 152 83  40
105    2    41     |0   0   0  | 191 96  32
107    2    43     |0   0   0  | 66  41  25
108    2    44     |0   0   0  | 134 74  37
109    2    45     |0   0   0  | 191 96  32
111    2    47     |0   0   0  | 48  32  22
112    2    48     |0   0   0  | 116 65  34
113    2    49     |0   0   0  | 190 96  32
116    2    52     |0   0   0  | 98  56  31
117    2    53     |0   0   0  | 166 91  39
118    2    54     |0   0   0  | 191 96  32
120    2    56     |0   0   0  | 80  47  28
121    2    57     |0   0   0  | 147 81  39
122    2    58     |0   0   0  | 191 96  32
124    2    60     |0   0   0  | 62  38  25
125    2    61     |0   0   0  | 129 72  36
126    2    62     |0   0   0  | 191 96  32
129    3    1      |0   0   0  | 134 74  37
130    3    2      |0   0   0  | 128 60  57
133    3    5      |0   0   0  | 78  44  23
134    3    6      |0   0   0  | 123 66  30
135    3    7      |0   0   0  | 191 96  32
137    3    9      |0   0   0  | 66  38  21
138    3    10     |0   0   0  | 111 60  28
139    3    11     |0   0   0  | 191 96  32
141    3    13     |0   0   0  | 54  32  19
142    3    14     |0   0   0  | 99  54  26
143    3    15     |0   0   0  | 191 96  32
145    3    17     |0   0   0  | 42  26  17
146    3    18     |0   0   0  | 87  48  24
147    3    19     |0   0   0  | 125 58  58
150    3    22     |0   0   0  | 75  42  22
151    3    23     |0   0   0  | 120 65  30
152    3    24     |0   0   0  | 191 96  32
154    3    26     |0   0   0  | 63  36  20
155    3    27     |0   0   0  | 108 59  28
156    3    28     |0   0   0  | 191 96  32
158    3    30     |0   0   0  | 51  30  18
159    3    31     |0   0   0  | 96  53  26
160    3    32     |0   0   0  | 123 103 47
163    3    35     |0   0   0  | 84  47  24
164    3    36     |0   0   0  | 121 55  60
167    3    39     |0   0   0  | 72  41  22
168    3    40     |0   0   0  | 117 63  29
169    3    41     |0   0   0  | 191 96  32
171    3    43     |0   0   0  | 60  35  20
172    3    44     |0   0   0  | 105 57  27
173    3    45     |0   0   0  | 191 96  32
175    3    47     |0   0   0  | 48  29  18
176    3    48     |0   0   0  | 93  51  25
177    3    49     |0   0   0  | 118 104 48
180    3    52     |0   0   0  | 81  45  23
181    3    53     |0   0   0  | 126 68  31
182    3    54     |0   0   0  | 191 96  32
184    3    56     |0   0   0  | 69  39  21
185    3    57     |0   0   0  | 114 62  29
186    3    58     |0   0   0  | 191 96  32
188    3    60     |0   0   0  | 57  33  19
189    3    61     |0   0   0  | 102 56  27
